Placement,Placement url,Type,Ad group,Views,Currency code,Avg. CPV,Impr.,View rate,Cost,Conversions,Cost / conv.,Conv. rate
Jiinx,http://youtube.com/channel/UCr4v-8EKhrEKUrji8oeEE4w,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Sil konce,http://youtube.com/channel/UCa_9UcdkGqPh1PsU7NT61mg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Toy Guns TV,http://youtube.com/channel/UCDsYEsRwxUOzDpopghlYGQA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Brandon Zalar,http://youtube.com/channel/UCmFZHLqTEhjbvycpvUNEqNw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
JMMates,http://youtube.com/channel/UCgzT6VaCrpF3QLZQa6ZcNcg,YouTube channel,AdGroup #1,7,USD,0.01,18,38.89%,0.07,0.00,0.00,0.00%
Clash Apolon,http://youtube.com/channel/UCAl3PNFTwuY11TEfe0X4ctA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
LeakGrande,http://youtube.com/channel/UCinmvNY88nfYYwQ_K-qqukg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
BaM Animation,http://youtube.com/channel/UC4Qvpti1dS1KKC7PLyLl__g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Ayla Love 15,http://youtube.com/channel/UC9J75aar2PJCFhD5Oz4OlOA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
T I M,http://youtube.com/channel/UC3TAc3QqlQzGPiYujS2JwOA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Yuky-chan Productions,http://youtube.com/channel/UCeZ9Y3Nh4mYnB8kKLnD7X-Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
KoNтИк,http://youtube.com/channel/UCGx_vfce_kKPvnKMllRTMcw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dory Story ES,http://youtube.com/channel/UChb0BFuuI5IELCcw6uDg6Yw,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
DisneyPolskaVEVO,http://youtube.com/channel/UC11H-iV1wQ3s6bzb4RO_lkw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
AppleSauceCraft,http://youtube.com/channel/UC5-SnOk8O_KGFi8l06zrDow,YouTube channel,AdGroup #1,2,USD,0.01,2,100.00%,0.02,0.00,0.00,0.00%
videgenial1,http://youtube.com/channel/UCUMJMILw4MtoMQ_JurDiG1A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Entertainment Access,http://youtube.com/channel/UCA0MDADBWmCFro3SXR5mlSg,YouTube channel,AdGroup #1,11,USD,0.01,35,31.43%,0.09,0.00,0.00,0.00%
LaLiLu ES,http://youtube.com/channel/UCHnjNAMpCREywRsLoBWt86g,YouTube channel,AdGroup #1,5,USD,0.00,6,83.33%,0.02,0.00,0.00,0.00%
Andrés Navy,http://youtube.com/channel/UC16C6WZxTO2o9E_JYpmaCCw,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
Gacha Vida,http://youtube.com/channel/UCNxI93We5Rnq7XHEWzqYgqg,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
SAKY AMV,http://youtube.com/channel/UCtlU46lJ3WPZKI9JbglbvoQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Tony Crynight,http://youtube.com/channel/UC2aNolp7Nc41x9M5CG6XKTg,YouTube channel,AdGroup #1,3,USD,0.01,3,100.00%,0.02,0.00,0.00,0.00%
LUCCAS NETO - LUCCAS TOON,http://youtube.com/channel/UC_gV70G_Y51LTa3qhu8KiEA,YouTube channel,AdGroup #1,20,USD,0.01,46,43.48%,0.12,0.00,0.00,0.00%
Ekrcoaster,http://youtube.com/channel/UCXn5LWTMnsNtH_Ae3FhR5vg,YouTube channel,AdGroup #1,4,USD,0.00,6,66.67%,0.01,0.00,0.00,0.00%
젤리고 티비 [ZELLYGO_TV],http://youtube.com/channel/UCHdcTOu3T14ga7W5D3k529A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Caleb.SuperFun,http://youtube.com/channel/UCgZ8aUg4Lmkm5LNTa6kxUVg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ANNIENH,http://youtube.com/channel/UCre-EAdNZQ014YlCRZhEfGw,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Unusual Cooking,http://youtube.com/channel/UCF4iJ7HRtEPW3mugTt6V2aA,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Naôkizero_,http://youtube.com/channel/UCJN2408LISCyp226hlrZuhg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Movieclips,http://youtube.com/channel/UC3gNmTGu-TTbFPpfSs5kNkg,YouTube channel,AdGroup #1,2,USD,0.04,3,66.67%,0.07,0.00,0.00,0.00%
Stop Motion Paper,http://youtube.com/channel/UCb-c98WoxPrGxutKL0NrgMw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
ツSeck,http://youtube.com/channel/UCxBiwxg9J5Xjfht1P3bKDmQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Ilaydaedits,http://youtube.com/channel/UC7ooCGY20HIxvexFkx0jxsQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
The Crazy Sketcher,http://youtube.com/channel/UCDBPogMgopD-bBKgeHLwquQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
E ve,http://youtube.com/channel/UCUXfRsEIJ9xO1DT7TbEWksw,YouTube channel,AdGroup #1,9,USD,0.00,9,100.00%,0.02,0.00,0.00,0.00%
iGS Music,http://youtube.com/channel/UCduJGMBR_3dBHF9PtoI_4tA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
ObeseMonkey100,http://youtube.com/channel/UCPQpupYhGI0mLpLGAOglcdQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
KYOTO,http://youtube.com/channel/UCDK_veJGp6Ndc2WM0i3RQjA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Nola Klop,http://youtube.com/channel/UCpi8ELPndeceP3hsBGRkh_A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LucA,http://youtube.com/channel/UCwOvxK10vpaGDeM32i_cIww,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
Parejas de Anime videos,http://youtube.com/channel/UCJ-GN1dPuhSJ1LsL_-MwHPw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ToPoulakiTsiouTV,http://youtube.com/channel/UCxkKj3nflniU-ybMozjy9CA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Hoshicho,http://youtube.com/channel/UCiziBVrzHVr_TWa6a5RaNzA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
PowerKids TV,http://youtube.com/channel/UCj-SWZSE0AmotGSQ3apROHw,YouTube channel,AdGroup #1,3,USD,0.00,7,42.86%,0.01,0.00,0.00,0.00%
Germán Rodezel,http://youtube.com/channel/UCj8-o-AOsl6elcsjVDAc1JA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
KiwyZzonk,http://youtube.com/channel/UCf1ycmMyVoBEefuFnmfBn0g,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Don Cheadle,http://youtube.com/channel/UCdNlRIPRXvb1wofwuKK8E4g,YouTube channel,AdGroup #1,5,USD,0.01,6,83.33%,0.03,0.00,0.00,0.00%
MyBrokenUtopia,http://youtube.com/channel/UCsLabYw6JBeF8yIluOGDwBA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Tup Viral,http://youtube.com/channel/UCMaFFSUZeu1ptkKSE2j8Jag,YouTube channel,AdGroup #1,2,USD,0.01,4,50.00%,0.01,0.00,0.00,0.00%
bingo88,http://youtube.com/channel/UCSKmxvkhCoCM8_9KU49GHUg,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Experiment Car US,http://youtube.com/channel/UCfWvFQV7cfSZb7xwZ3t0tpw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Juventud Vibra,http://youtube.com/channel/UCM6J3tmRQQtKum8-O9rq9EA,YouTube channel,AdGroup #1,5,USD,0.01,7,71.43%,0.04,0.00,0.00,0.00%
comopintarlo,http://youtube.com/channel/UCSuRQ3-Wlnn8imDxAb0SAVQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
roseshards,http://youtube.com/channel/UCYU03u7TFDl68NNXf2u8lzQ,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
El Beso del Escorpión,http://youtube.com/channel/UCIPotzN7deVnptvqmuqhbTg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
acrylictear,http://youtube.com/channel/UCrCg0s2Kii2JwBidOnEZq5A,YouTube channel,AdGroup #1,2,USD,0.00,4,50.00%,0.01,0.00,0.00,0.00%
LoveMeMinecraft,http://youtube.com/channel/UCoODxKInSSpEbQUAX0bzdVA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
WiredStudioMEPs,http://youtube.com/channel/UCwZj7ynisFmNcdp8_SQ9Awg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Wolff,http://youtube.com/channel/UC8DA3ySHaLzyhkYHZANpVOA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
KamuiTV,http://youtube.com/channel/UC3UeTcnyCmB7X0E3GJDrvCA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Timántha Sophia,http://youtube.com/channel/UC28mpwk31RmAmicHi-Ke2hA,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
The Super Zeros,http://youtube.com/channel/UCE3cM6f-H0mZlnvQafTqCyQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Luis Teorias Dbs,http://youtube.com/channel/UCWvEqHFKxj2rrxy6O1ilbQw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
KakashiHatake0800,http://youtube.com/channel/UC-w5joZ7nkGJjGMEmG7mFAQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
NEO25,http://youtube.com/channel/UC2qNIr_GYMxtYJMfTtqxgaQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Woa Doodles,http://youtube.com/channel/UCWC0UPjyCtfG-YUdFjilndw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Wolving Hour,http://youtube.com/channel/UCDyzxDUo0Tv6sWkn07pZLdQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Dino Bagunça,http://youtube.com/channel/UCvRbuosHPW5kDamCkUOxvwQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Curiosidades con Mike,http://youtube.com/channel/UCl53rJuQXLr_qcVOcGDCMjw,YouTube channel,AdGroup #1,1,USD,0.01,3,33.33%,0.01,0.00,0.00,0.00%
[CK9C] ChaoticCanineCulture,http://youtube.com/channel/UCDhka7XkllGxop0_abgGfdA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Tigrin - Otaku Lounge Productions,http://youtube.com/channel/UCiG1niGCu9eq3u9aLIe6F9Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ultimate Productions,http://youtube.com/channel/UCmXYp5ARjJ80PNzRI2QLnZA,YouTube channel,AdGroup #1,5,USD,0.01,6,83.33%,0.03,0.00,0.00,0.00%
Gabi Porto - Topic,http://youtube.com/channel/UCusovEVIjthFgG-KO3dytBw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ESMA Movies,http://youtube.com/channel/UCHwI0Krnm0f2JOwAsxh3MBQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Mishima Productions,http://youtube.com/channel/UCA3CnuJg4pnPlE53B8hbRaA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
 - Nepheliba -,http://youtube.com/channel/UCFuQF9N-SRzHFljNyoFVtWA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Flutter525,http://youtube.com/channel/UChU79FLnClqlRSTSZe3EjNA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Baby Alive Amandinha e suas irmãs,http://youtube.com/channel/UCe4YpYuayEpUq0sP3fCeLtg,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Roxana Puyó,http://youtube.com/channel/UC1D9xwr0PlLF6DJtqW8f78w,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Paxalin - Minecraft,http://youtube.com/channel/UCF21EIdRAks3nOmYMCZMqQQ,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
Muigio44,http://youtube.com/channel/UC_c2_tJAY1jNgBcxvgKR1EA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
PINO,http://youtube.com/channel/UCh_mc2Gg6MU4Hrlg6t3sADw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Hola Amigos,http://youtube.com/channel/UCL3qjTo4-Ppt2xlyCwD1psQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Snow River,http://youtube.com/channel/UC9rZZ1DxR8KQkbkmA1v5Org,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ColeyDoesThings,http://youtube.com/channel/UCtZwDE6dOD3MenKQzXNurVA,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
Ammar Alghoul Animation,http://youtube.com/channel/UCqlpHp8X2jcpUXYeqDyF9EA,YouTube channel,AdGroup #1,0,USD, --,0, --,0.00,0.00,0.00,0.00%
annapantsu,http://youtube.com/channel/UCmuobr4DmrmLI1BaGZD3p5w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
By Krash,http://youtube.com/channel/UCP-kgqy07P9gc1owtXBmsqw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Visual Fodder,http://youtube.com/channel/UCofbs_OfFJd3GMybA4nU4Qw,YouTube channel,AdGroup #1,1,USD,0.05,1,100.00%,0.05,0.00,0.00,0.00%
Así Es Mi Vida Historias Animadas,http://youtube.com/channel/UC9_dBe-ucYay4ywrsG5cVeQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
DBZ Faulconer Clips,http://youtube.com/channel/UCYoGuTQzTctqsqkd3rg58tQ,YouTube channel,AdGroup #1,1,USD,0.04,1,100.00%,0.04,0.00,0.00,0.00%
familiadelbarrio,http://youtube.com/channel/UC1il11rA6MipVbLX6ee2i4w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Changovisión,http://youtube.com/channel/UCC79Vy7VezwkJoXnZml7OGA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Naffy,http://youtube.com/channel/UCw-BPy_D_sOQdB4eypd0m6w,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
MarkandFlops,http://youtube.com/channel/UCzXFz2OHaLAz6aoXyFHhrNA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Skywarped 33,http://youtube.com/channel/UCL7AKHlqMjbAmuBwQM1wRZg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Siempre Mireya,http://youtube.com/channel/UCoQoeGqtqmt1Z4sPFtgS3HQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
kattykawaii 00,http://youtube.com/channel/UC92l3ZRU0wtaEQRfPixa2PQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ToonZee Animation,http://youtube.com/channel/UCO6Px94t1quHLnZ-MXdpnNA,YouTube channel,AdGroup #1,2,USD,0.02,2,100.00%,0.03,0.00,0.00,0.00%
Tranquility,http://youtube.com/channel/UCEYNjpbt-UxPef9T-ZguWdg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Glitterstarly,http://youtube.com/channel/UCmsNjgia6zP1u5GKHMNgwJw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.00,0.00,0.00,0.00%
ProunityGaming,http://youtube.com/channel/UC9IKSKDEtm_YpxPpua2656w,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
John Swan,http://youtube.com/channel/UCJuSltoYKrAUKnbYO5EMZ2A,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
3DSINGH,http://youtube.com/channel/UCf5TaBUoUBwsgWW5v4PSCsw,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
Jeff Knudsen,http://youtube.com/channel/UCdRwb5Xc0DWtpop4rFm0JOQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
CoCo Summer,http://youtube.com/channel/UCOQoV7omrm-iIypuO_PAMpw,YouTube channel,AdGroup #1,3,USD,0.00,12,25.00%,0.01,0.00,0.00,0.00%
Stellexbam,http://youtube.com/channel/UCVE4RCOydz-rvG_g1YF_sZw,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
LET UP!,http://youtube.com/channel/UCeSR2EZEtuIcKUvWfH_ykyA,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
LTT Nerf War,http://youtube.com/channel/UCEBxKea8z-2H6I5x7X342qQ,YouTube channel,AdGroup #1,4,USD,0.02,5,80.00%,0.06,0.00,0.00,0.00%
༒Diαвlє• Lυмiทєυx༒,http://youtube.com/channel/UCypU6kXbzBunAGFSATgCulw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
LJ,http://youtube.com/channel/UC_n1_cZoLZz4iOsg0lsqI0Q,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Mundo Místico ツ,http://youtube.com/channel/UCda0zA5TXzPHPHqb7_Q-zhg,YouTube channel,AdGroup #1,1,USD,0.03,1,100.00%,0.03,0.00,0.00,0.00%
counter656,http://youtube.com/channel/UCghSH7oEVzV0esSVhGQgQSg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Koruma,http://youtube.com/channel/UC2PwYfElMKVn7SQ2cVEyCqA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
deathmule,http://youtube.com/channel/UClBdM5tlHgXTowzjJfHv8Dg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Sabishii Tenshi,http://youtube.com/channel/UCMqGfXXYR4gZefq3ocHoKpg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
「 Starryoceans 」,http://youtube.com/channel/UCrnLWahlAN5GZ599FX4zXEw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Jυѕт Style ツ,http://youtube.com/channel/UChzVnk9OYjCm_pyufXWXp9w,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Ana Vbon,http://youtube.com/channel/UC_FR3q995pkpLT6DijPwYUg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ExclusiveGaming,http://youtube.com/channel/UCwCLDzj1kBM0XTyUbbZVSyA,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
AnsyArts,http://youtube.com/channel/UCdt6KPWqwHYjCxFwwx99j_Q,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
PlayCow.com,http://youtube.com/channel/UCgB0U2prha9Frc0FBYYwIBw,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
Mynance,http://youtube.com/channel/UClMe5siw6asLafic5Sw725A,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
TOPS DE ANIMES CADA 3 DIAS,http://youtube.com/channel/UCFBqWyZfjK5hg455-x8-dGg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Sweet™,http://youtube.com/channel/UCbkCaBf9fTxJVifTq71W7RQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Crazy Family,http://youtube.com/channel/UCVRJEqhENcttY4BjPjKGVCQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Hacks Busters,http://youtube.com/channel/UCsjTQnlZcSB6fSiP7ht_0OQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Grumology,http://youtube.com/channel/UCQMilwWNVYhFw1etmZN0Xkw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Papile,http://youtube.com/channel/UC5k7DWvPOEMQepu1_riwHYg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Heaven boy,http://youtube.com/channel/UC0sUBNn7cZrNN_wqR_v89fw,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Frostudio Chambersonic,http://youtube.com/channel/UCS3izL2pYQbNU2GPcSCrGCQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
sasha_dork,http://youtube.com/channel/UCebdc-bT2aC-AvZCSl7vJrQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
candytree,http://youtube.com/channel/UCnBma0WIwzXvPbCZjUcwKyA,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
//diangelosubs//,http://youtube.com/channel/UC0L16Pg6qYzF5R4mnhGVwGQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
huevocartoon,http://youtube.com/channel/UCBvH9S-9HK8Ks5PqQPee_Dg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
yaparatv,http://youtube.com/channel/UCiJA7uxwKFvlo4v8gmA_Rbw,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.03,0.00,0.00,0.00%
devinsupertramp,http://youtube.com/channel/UCwgURKfUA7e0Z7_qE3TvBFQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Pixelink Dance,http://youtube.com/channel/UCYaR8VUWBsgEGhjPBa7RnXQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Brancoala,http://youtube.com/channel/UC0otZdGYsA9KqVKAcn2peQA,YouTube channel,AdGroup #1,3,USD,0.00,5,60.00%,0.01,0.00,0.00,0.00%
heekkong희꽁,http://youtube.com/channel/UC369XTlEwgQBCcoTXV_RnYQ,YouTube channel,AdGroup #1,1,USD,0.00,2,50.00%,0.00,0.00,0.00,0.00%
WaltDisneyLAT,http://youtube.com/channel/UC0Dp1tLKE9LiUIU1tJlhbPQ,YouTube channel,AdGroup #1,2,USD,0.00,2,100.00%,0.01,0.00,0.00,0.00%
브레드이발소,http://youtube.com/channel/UCKBt6VowYGmBpXFf3rVhaQA,YouTube channel,AdGroup #1,2,USD,0.01,3,66.67%,0.01,0.00,0.00,0.00%
EVGENIA CRYNIGHT,http://youtube.com/channel/UCNDnbgIoGnTS_n4HbfU_TiQ,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
FLAHO,http://youtube.com/channel/UC7z02fshpXJrjoJO6jNVjHg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
ToonFirst.com,http://youtube.com/channel/UCz7pDh0hn6mj0amCgUNDerg,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Ayoub DX,http://youtube.com/channel/UCmxvJI3LmGFHZEoSBymhV-A,YouTube channel,AdGroup #1,1,USD,0.02,1,100.00%,0.02,0.00,0.00,0.00%
BIBI,http://youtube.com/channel/UCF5VmU9N3sqqVe-F6E4gewg,YouTube channel,AdGroup #1,1,USD,0.00,1,100.00%,0.00,0.00,0.00,0.00%
Leo Koutakis,http://youtube.com/channel/UCGg7sieCe-yCcl67QNlVsrQ,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
Cuckoo,http://youtube.com/channel/UCV3sMnMRS2AqlxekU8VwjMQ,YouTube channel,AdGroup #1,6,USD,0.00,21,28.57%,0.02,0.00,0.00,0.00%
JellyTart,http://youtube.com/channel/UCxCXJW9h6GzIXkBSL3I8LWw,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
evesther,http://youtube.com/channel/UCyBXzuUxhXSppNfGOCX1Zww,YouTube channel,AdGroup #1,1,USD,0.01,1,100.00%,0.01,0.00,0.00,0.00%
